solvability,accuracy,appropriateness,topic,addition,subtraction,multiplication,division,fractions,decimals,no_ops,total_ops,good,question,solution,answer,gpt35,gpt4,llama,llema,mammoth,mathwell,fkgl,ndc,question_length,solution_length
0,,,1,,,,,,,,,0,Taylor Swift released an album with 14 songs. 2 of the songs were duets with other artists. 7 of the songs were duets with Ed Sheeran. 1 of the songs was a duet with Kendrick Lamar. The rest were duets with other female artists. How many duets were made with female artists?,"def solution():
    #Taylor released an album with 14 songs
    songs_released = 14
    #2 of the songs were duets with other artists
    duets_other = 2
    #7 of the songs were duets with Ed Sheeran
    duet_ed = 7
    #1 of the songs was a duet with Kendrick Lamar
    duet_kendrick = 1
    #The number of duets with female artists is
    songs_female = songs_released - duets_other - duet_ed - duet_kendrick
    return songs_female",4,0,0,0,1,0,0,2.0,8.93,74,150
1,1.0,1.0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1,Thor has 1000 gold coins. He is to pay 100 gold coins to the government and 200 gold coins to the orphanage. How many gold coins does he have left?,"def solution():
    #Thor started with 1000 gold coins
    gold_coins_initial = 1000
    #He is to pay 100 gold coins to the government
    gold_coins_government = 100
    #He is to pay 200 gold coins to the orphanage
    gold_coins_orphanage = 200
    #The answer is
    result = gold_coins_initial - gold_coins_government - gold_coins_orphanage
    return result",700,0,0,1,0,0,0,1.3,7.29,50,137
1,0.0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,"A basketball team scored 120 points in a game. The team scored 30 points in the first quarter, 35 points in the second quarter, 20 points in the third quarter, and 35 points in the fourth quarter. How many points did the team score in the second half of the game?","def solution():
    #The team scored 120 points in a game
    total_points = 120
    #30 points in the first quarter
    points_first_quarter = 30
    #35 points in the second quarter
    points_second_quarter = 35
    #20 points in the third quarter
    points_third_quarter = 20
    #35 points in the fourth quarter
    points_fourth_quarter = 35
    #The answer is
    result = points_second_quarter + points_third_quarter + points_fourth_quarter
    return result",90,0,0,1,0,0,0,5.2,6.65,69,152
0,,,0,,,,,,,,,0,"There are 18 goals on the lacrosse field in Hogsmeade, of which 4 are in Gryffindor and 3 are in Slytherin. The Gryffindors always play by the rule: “Everyone gets free swings until all are done.” How many swings do they get per goal?","def solution():
    #How many goals are there in total?
    total_goals = 18
    #How many Gryffindor goals are there?
    gryffindor_goals = 4
    #How many Slytherin goals are there?
    slytherin_goals = 3
    #How many swings per goal would Gryffindor get?
    swings_per_goal = total_goals / (gryffindor_goals + slytherin_goals)
    return swings_per_goal",2.5714285714285716,0,0,0,1,0,0,3.1,8.67,74,134
0,,,1,,,,,,,,,0,The field hockey team has 12 shin guards. The team then buys 3 more. How many shin guards does each person on the team have?,"def solution():
    #The team has 15 people
    people = 15
    #They have 12 shin guards
    shin_guards = 12
    #They buy 3 more
    shin_guards_bought = 3
    #The answer is
    result = (shin_guards + shin_guards_bought) / people
    return result",1.0,0,0,1,0,0,0,0.6,7.84,37,97
1,1.0,1.0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1,"Captain America has 300 shields. 100 of them are in the Avengers tower, 50 of them are in the Avengers quinjet, and the rest are in the Avengers mansion. How many shields does Captain America have in the Avengers mansion?","def solution():
    #Captain America has 300 shields
    shields_total = 300
    #100 of them are in the Avengers tower
    shields_tower = 100
    #50 of them are in the Avengers quinjet
    shields_quinjet = 50
    #The rest are in the Avengers mansion. The answer is
    shields_mansion = shields_total - shields_tower - shields_quinjet
    return shields_mansion",150,0,0,1,0,0,0,4.9,7.06,64,128
0,,,1,,,,,,,,,0,"In the 2019 Women's World Cup, the United States won 2-0 in the final. How many goals did they score in total in the entire tournament?","def solution():
    #The United States scored 13 goals in the group stage
    goals_group_stage = 13
    #They scored 1 goal in the round of 16
    goals_round_of_16 = 1
    #They scored 2 goals in the quarter-finals
    goals_quarter_finals = 2
    #They scored 2 goals in the semi-finals
    goals_semi_finals = 2
    #They scored 2 goals in the final
    goals_final = 2
    #The answer is
    result = goals_group_stage + goals_round_of_16 + goals_quarter_finals + goals_semi_finals + goals_final
    return result",20,0,0,1,0,0,0,4.8,9.75,39,177
1,1.0,1.0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1,"There are 240 candies in a box. 60 of the candies are lollipops, 50 are peppermints, and the rest are gummies. How many gummies are there?","def solution():
    #There are 240 candies in a box
    total_candies = 240
    #60 of the candies are lollipops
    lollipops = 60
    #50 are peppermints
    peppermints = 50
    #The rest are gummies. The answer is
    gummies = total_candies - lollipops - peppermints
    return gummies",130,0,0,1,0,0,0,3.1,8.32,51,114
1,1.0,1.0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1,Harry Potter has 10 galleons. He spends 2 galleons per day for 5 days. How many galleons does he have left?,"def solution():
    #Harry Potter has 10 galleons
    galleons = 10
    #He spends 2 galleons per day for 5 days
    days = 5
    #The answer is
    result = galleons - days * 2
    return result",0,0,0,1,0,0,0,0.1,10.75,37,72
1,1.0,1.0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1,"A pizza has 8 slices. 2 slices are pepperoni, 3 slices are cheese, and 1 slice is vegetarian. The rest are Hawaiian. How many Hawaiian slices are there?","def solution():
    #A pizza has 8 slices
    slices_total = 8
    #2 slices are pepperoni
    slices_pepperoni = 2
    #3 slices are cheese
    slices_cheese = 3
    #1 slice is vegetarian
    slices_vegetarian = 1
    #The rest are Hawaiian. The answer is
    slices_hawaiian = slices_total - slices_pepperoni - slices_cheese - slices_vegetarian
    return slices_hawaiian",2,0,0,1,0,0,0,2.5,9.06,50,139
1,1.0,1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,"Donatello has 1000 pizzas. 
He eats 300 pizzas. 
How many pizzas does he have left?","def solution():
    #Donatello has 1000 pizzas
    pizzas_initial = 1000
    #He eats 300 pizzas
    pizzas_eaten = 300
    #The answer is
    result = pizzas_initial - pizzas_eaten
    return result",700,0,0,1,0,0,0,1.7,9.15,39,84
1,1.0,1.0,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1,Spiderman can swing 100 meters in 5 seconds. How far can he swing in 20 seconds?,"def solution():
    #Spiderman can swing 100 meters in 5 seconds
    meters_per_second = 100 / 5
    #20 seconds
    seconds = 20
    #The answer is
    result = meters_per_second * seconds
    return result",400.0,0,0,1,0,0,0,2.9,9.95,27,70
0,,,1,,,,,,,,,0,The Northtown High School Boys Lacrosse Team won 50% of their games this year. They lost 30% of the games and tied the rest. How many games did the team win?,"def solution():
    #A lacrosse team won 50% in a season
    wins = 0.5
    #They lost 30%
    losses = 0.3
    #The games were split between losses and ties
    games_split =  0.2
    #Therefore, 50% of 1 is
    games_played = wins + losses + games_split
    #Win-loss ratio
    win_loss_ratio = wins/games_played
    #The answer is
    result = win_loss_ratio * 100
    return result",50.0,0,0,0,1,0,0,0.2,7.71,44,143
0,,,1,,,,,,,,,0,"At a soccer game, 65 people are wearing team jerseys. A total of 930 people are in attendance. Each supporter is wearing either a team jersey, a replica jersey, or no jersey. There are 8200 supporters wearing a jersey. How many replica jerseys were sold at the game?","def solution():
    #Number of people wearing team jerseys
    team_jersey = 65
    #Total number of supporters
    total_people = 930
    #Total number of supporters wearing a jersey
    jersey_count = 8200
    #Number of replica jerseys sold is
    replica_jersey_count = jersey_count - team_jersey
    return result",5,0,0,0,1,0,0,5.9,8.06,90,111
1,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0,"Player1 builds 400 
blocks of diamond blocks. Player2 builds 
600
diamond blocks. Player2 makes 50 less blocks 
than Player1.  
How many diamond blocks does Player2 need 
in order to build the same number of 
diamond blocks as Player1?","def solution():
    #Player1 builds 400 blocks of diamond
    player1_diamond_blocks = 400
    #Player2 builds 600 diamond blocks
    player2_diamond_blocks = 600
    #player2 makes 50 less blocks than player1
    less_blocks = 50
    #player2 needs to create 110 more blocks to build the same number of diamond blocks as player1
    blocks_to_need = player1_diamond_blocks - player2_diamond_blocks - less_blocks
    #the answer is
    result = blocks_to_need
    return result",-250,0,0,0,1,0,0,4.6,7.43,76,164
0,,,1,,,,,,,,,0,3 dogs ate 12 bones. How many bones did each dog eat?,"def solution():
    #3 dogs ate 12 bones
    dogs = 3
    bones = 12
    #The answer is
    result = bones / dogs
    return result
print(solution())",4.0,0,0,0,0,1,0,-1.5,9.2,21,54
1,0.0,1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,A football team has 50 cheerleaders. 4 cheerleaders are doing a routine with the team. The other cheerleaders are doing 6 cheers in the stadium. How many cheerleaders are cheering in the stadium?,"def solution():
    #There are 50 cheerleaders
    cheerleaders = 50
    #4 cheerleaders are doing a routine with the team
    routine = 4
    #The other cheerleaders are doing 6 cheers in the stadium
    stadium = 6
    #The answer is
    result = (cheerleaders - routine) * stadium
    return result",276,0,0,0,1,0,0,5.3,8.35,54,94
1,0.0,1.0,1,0.0,0.0,1.0,0.0,1.0,1.0,0.0,3.0,0,"In the 2013/2014 NBA season, Steph Curry made 44% of his shots from the field. He made 286 of the shots he took. How many shots did Steph Curry take total?","def solution():
    #In the 2013/2014 NBA season, Steph Curry made 44% of his shots from the field
    makes_percent = 44
    #He made 286 of the shots he took
    makes = 286
    #The answer is
    took = makes/makes_percent
    return took",6.5,0,0,0,1,0,0,1.4,8.73,56,89
1,1.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,"A high school lacrosse team has scored the following goals:
1,2,3,2,5
How many total goals have they scored?","def solution():
    #A high school lacrosse team has scored the following goals:
    goals = [1,2,3,2,5]
    #The total goals are all of the goals:
    result = sum(goals)
    return result",13,0,0,0,1,0,0,5.6,11.55,33,60
1,1.0,1.0,1,1.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,1,Serena Williams is 5 ft 9 in tall. 1 inch is 0.0254 meters. How tall is Serena Williams in meters?,"def solution():
    #Serena Williams is 5 ft 9 in tall
    height_in_inches = 5 * 12 + 9
    #1 inch is 0.0254 meters
    height_in_meters = height_in_inches * 0.0254
    #The answer is
    result = height_in_meters
    return result",1.7526,0,0,1,0,0,0,2.4,11.07,36,94
1,1.0,1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,The LA Galaxy has 20 players on the roster. The Galaxy has 5 more players than the Portland Timbers. How many players does the Portland Timbers have?,"def solution():
    #The LA Galaxy has 20 players on the roster
    galaxy_players = 20
    #The Galaxy has 5 more players than the Portland Timbers
    timbers_players = galaxy_players - 5
    #The answer is
    result = timbers_players
    return result",15,0,0,1,0,0,0,4.4,8.76,41,83
1,0.0,0.0,1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,0,Steph Curry is the best shooter in the league. He has 3000 points. He has 500 more three pointers than two pointers. How many points does he have from two pointers?,"def solution():
    #Steph Curry has 3000 points
    points = 3000
    #He has 500 more three pointers than two pointers
    three_pointers = points - 500
    #The answer is
    result = points - three_pointers
    return result",500,0,0,1,0,0,0,1.6,8.1,45,75
0,,,1,,,,,,,,,0,"Taylor Swift is worth $200 million. 
She earned $20 million last year. 
She earned $30 million the year before. 
How much did she earn 3 years ago?","def solution():
    #Taylor Swift's net worth
    net_worth = 200
    #She earned $20 million last year
    earned_last_year = 20
    #She earned $30 million the year before
    earned_year_before = 30
    #The answer is
    result = net_worth - earned_last_year - earned_year_before
    return result",150,0,0,1,0,0,0,1.2,8.07,47,98
1,1.0,1.0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1,"Harry Potter has 3000 vibranium-powered punches. He uses 200 punches in the morning, 400 punches in the afternoon, and 100 punches in the evening. How many vibranium-powered punches does he have left?","def solution():
    #Harry Potter started with 3000 punches
    punches_initial = 3000
    #He used 200 in the morning
    punches_morning = 200
    #400 in the afternoon
    punches_afternoon = 400
    #100 in the evening
    punches_evening = 100
    #The answer is
    result = punches_initial - punches_morning - punches_afternoon - punches_evening
    return result",2300,0,0,0,0,1,0,7.5,9.1,74,143
1,1.0,1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,Naruto is 12 years old. Sasuke is 13 years old. Sakura is 11 years old. Kakashi is 26 years old. How many more years old is the oldest person than the youngest?,"def solution():
    #Naruto is 12 years old
    naruto_age = 12
    #Sasuke is 13 years old
    sasuke_age = 13
    #Sakura is 11 years old
    sakura_age = 11
    #Kakashi is 26 years old
    kakashi_age = 26
    #The oldest is
    oldest = max(naruto_age, sasuke_age, sakura_age, kakashi_age)
    #The youngest is
    youngest = min(naruto_age, sasuke_age, sakura_age, kakashi_age)
    #The answer is
    result = oldest - youngest
    return result",15,0,0,1,0,0,0,-0.2,9.38,54,189
1,1.0,1.0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1,"A Fortnite player has 5000 V-Bucks. He/she spends 2000 on a new outfit, 1000 on a new glider, and 500 on a new pickaxe. How many V-Bucks does he/she have left?","def solution():
    #Fortnite player started with 5000 V-Bucks
    vbucks_initial = 5000
    #He/she spent 2000 on a new outfit
    outfit_cost = 2000
    #He/she spent 1000 on a new glider
    glider_cost = 1000
    #He/she spent 500 on a new pickaxe
    pickaxe_cost = 500
    #The answer is
    result = vbucks_initial - outfit_cost - glider_cost - pickaxe_cost
    return result",1500,0,0,1,0,0,0,2.6,9.24,71,159
1,1.0,1.0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1,The race track has 20 cars. 10 of them are red. 5 of them are blue. The rest of them are green. How many cars are green?,"def solution():
    #The race track has 20 cars
    cars_total = 20
    #10 of them are red
    cars_red = 10
    #5 of them are blue
    cars_blue = 5
    #The rest of them are green
    cars_green = cars_total - cars_red - cars_blue
    return cars_green",5,0,0,1,0,0,0,-1.8,6.24,38,90
1,1.0,1.0,1,0.0,0.0,1.0,0.0,1.0,1.0,0.0,3.0,1,There are 6000 turtles in the sewer. 20% of them are Ninja Turtles. How many Ninja Turtles are there?,"def solution():
    #There are 6000 turtles in the sewer
    turtles_total = 6000
    #20% of them are Ninja Turtles
    ninja_turtles = turtles_total * 0.2
    #The answer is
    result = ninja_turtles
    return result",1200.0,0,0,1,0,0,0,2.2,8.1,39,87
1,1.0,1.0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1,"Batman has 5000 batarangs. He uses 2000 batarangs to defeat the Riddler, 1000 batarangs to defeat the Joker, and 500 batarangs to defeat Bane. How many batarangs does he have left?","def solution():
    #Batman has 5000 batarangs
    batarangs_total = 5000
    #He uses 2000 batarangs to defeat the Riddler
    batarangs_riddler = 2000
    #He uses 1000 batarangs to defeat the Joker
    batarangs_joker = 1000
    #He uses 500 batarangs to defeat Bane
    batarangs_bane = 500
    #The answer is
    result = batarangs_total - batarangs_riddler - batarangs_joker - batarangs_bane
    return result",1500,0,0,1,0,0,0,2.6,9.24,67,168
0,,,1,,,,,,,,,0,"Patrick Mahomes has 300 footballs. 100 of them are for practice, and the rest are for games. 50 of the footballs for games are in his house, and the rest are in his car. How many footballs for games are in his car?","def solution():
    #Patrick Mahomes has 300 footballs
    total_footballs = 300
    #100 of them are for practice
    practice_footballs = 100
    #The rest are for games
    game_footballs = total_footballs - practice_footballs
    #50 of the footballs for games are in his house
    game_footballs_in_house = 50
    #The rest are in his car
    game_footballs_in_car = game_footballs - game_footballs_in_house
    #The answer is
    result = game_footballs_in_car
    return result",150,0,0,1,0,0,0,1.6,7.11,63,161
1,1.0,1.0,1,1.0,1.0,0.0,1.0,1.0,1.0,0.0,5.0,1,Barbie has 200 dollars. She spends 10 dollars on a new pair of shoes. She then spends 1/4 of her remaining money on a new purse. How much money does Barbie have left?,"def solution():
    #Barbie started with 200 dollars
    barbie_money_initial = 200
    #She spent 10 dollars on a new pair of shoes
    barbie_money_spent_shoes = 10
    #She then spent 1/4 of her remaining money on a new purse
    barbie_money_spent_purse = barbie_money_initial - barbie_money_spent_shoes
    barbie_money_spent_purse = barbie_money_spent_purse / 4
    #The answer is
    result = barbie_money_initial - barbie_money_spent_shoes - barbie_money_spent_purse
    return result",142.5,0,0,1,0,0,0,1.8,8.35,52,191
1,1.0,1.0,1,0.0,0.0,1.0,0.0,1.0,1.0,0.0,3.0,1,Spiderman has 200 spiderwebs. He uses 70% of them to fight the Green Goblin. How many spiderwebs does he have left?,"def solution():
    #Spiderman started with 200 spiderwebs
    spiderwebs_initial = 200
    #He uses 70% of them to fight the Green Goblin
    spiderwebs_used_fighting_green_goblin = spiderwebs_initial * 0.7
    #The answer is
    result = spiderwebs_initial - spiderwebs_used_fighting_green_goblin
    return result",60.0,0,0,1,0,0,0,3.7,8.5,41,118
1,0.0,1.0,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0,"Harry Potter is 5'11"". He wants to be 6'1"". How many inches taller does he need to be?","def solution():
    #Harry Potter's height
    height = 5.11
    #He wants to be 6'1""
    desired_height = 6.01
    #The answer is
    result = desired_height - height
    return result",0.8999999999999995,0,0,1,0,0,0,0.9,9.2,31,65
1,1.0,1.0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1,A car travels 100 miles in 2 hours. It travels at a constant speed. How fast was the car going?,"def solution():
    #The car travels 100 miles
    distance = 100
    #The car travels at a constant speed
    speed = distance / 2
    return speed",50.0,0,0,1,0,0,0,1.2,8.71,30,47
1,1.0,1.0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1,"There are 120 M&Ms in a bag. 40 of them are green, 40 of them are red, 20 of them are yellow, and the rest are blue. How many blue M&Ms are in the bag?","def solution():
    #Total number of M&Ms in the bag
    total_mms = 120
    #Number of green M&Ms
    green_mms = 40
    #Number of red M&Ms
    red_mms = 40
    #Number of yellow M&Ms
    yellow_mms = 20
    #Number of blue M&Ms is
    blue_mms = total_mms - green_mms - red_mms - yellow_mms
    return blue_mms",20,0,0,1,0,0,0,0.8,6.47,57,132
1,1.0,1.0,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1,A swimmer can swim 50 meters in 15 seconds. How long will it take him to swim 100 meters?,"def solution():
    #A swimmer can swim 50 meters in 15 seconds
    meters_per_second = 50 / 15
    #The answer is
    result = 100 / meters_per_second
    return result",30.0,0,0,1,0,0,0,2.3,9.09,32,61
1,1.0,0.0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,Captain America jumped 4 feet in length and 12 feet in width. He jumped 12 feet in height. How many times higher was Captain America than in width?,"def solution():
    #Captain America jumped 4 feet in length
    jump_lenth = 4
    #and 12 feet in width
    jump_width = 12
    #He jumped 12 feet in height
    jump_height = 12
    #The answer is
    result = jump_height / jump_width
    print(f""Captain America was {result} times higher than he was wide."")
    return result",1.0,0,0,0,1,0,0,3.4,7.48,39,107
0,,,1,,,,,,,,,0,A cheerleading squad has 16 girls. 2/3 of the girls are freshmen. 1/4 of the girls are sophomores. 1/6 of the girls are juniors. 1/8 of the girls are seniors. How many girls are sophomores?,"def solution():
    #Total number of girls
    total_girls = 16
    #Number of freshmen
    freshmen_girls = 2/3 * total_girls
    #Number of sophomores
    sophomore_girls = 1/4 * total_girls
    #Number of juniors
    junior_girls = 1/6 * total_girls
    #Number of seniors
    senior_girls = 1/8 * total_girls
    #The answer is
    result = sophomore_girls
    return result",4.0,0,0,1,0,0,0,0.8,10.24,66,140
1,1.0,1.0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1,"The Power Rangers have 100 Power Coins. 50 of them are red, 30 are yellow, and the rest are blue. How many blue Power Coins do the Power Rangers have?","def solution():
    #The Power Rangers have 100 Power Coins
    total_power_coins = 100
    #50 of them are red
    red_power_coins = 50
    #30 are yellow
    yellow_power_coins = 30
    #The answer is
    blue_power_coins = total_power_coins - red_power_coins - yellow_power_coins
    return blue_power_coins",20,0,0,1,0,0,0,2.5,6.76,47,116
1,1.0,1.0,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1,A plane travels 1000 miles in 2 hours. How many miles does the plane travel in 5 hours?,"def solution():
    #A plane travels 1000 miles in 2 hours
    miles_per_hour = 1000 / 2
    #The answer is
    result = miles_per_hour * 5
    return result",2500.0,0,0,1,0,0,0,0.9,10.22,28,59
1,1.0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,The soccer team scored 3 goals in the first half and 4 goals in the second half. How many goals did they score in total?,"def solution():
    #Number of goals in the first half
    goals_first_half = 3
    #Number of goals in the second half
    goals_second_half = 4
    #Total number of goals
    result = goals_first_half + goals_second_half
    return result",7,0,0,1,0,0,0,2.3,8.05,31,70
1,1.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,"Serena Williams won 23 Grand Slam titles. She won 13 on clay, 6 on grass, and 4 on hard court. How many Grand Slam titles did she win on clay, grass, and hard court?","def solution():
    #Serena Williams won 23 Grand Slam titles
    grand_slam_titles = 23
    #She won 13 on clay
    grand_slam_titles_clay = 13
    #6 on grass
    grand_slam_titles_grass = 6
    #And 4 on hard court
    grand_slam_titles_hard_court = 4
    #The answer is
    result = grand_slam_titles_clay + grand_slam_titles_grass + grand_slam_titles_hard_court
    return result",23,0,0,1,0,0,0,1.8,7.45,53,151
1,1.0,1.0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1,Batman has 200 batarangs. He throws 20 batarangs per day. How many days does it take for him to throw all of his batarangs?,"def solution():
    # Batman has 200 batarangs
    batarangs = 200
    # He throws 20 batarangs per day
    throws_per_day = 20
    # The answer is
    result = batarangs / throws_per_day
    return result",10.0,0,0,1,0,0,0,-0.8,8.64,40,74
1,1.0,1.0,1,1.0,1.0,1.0,0.0,0.0,1.0,0.0,4.0,1,"Wonder Woman has 1000 Amazonian cookies. 
She eats 100 of them. 
She then eats 10% of the remaining. 
How many cookies does she have left?","def solution():
    #Wonder Woman started with 1000 Amazonian cookies
    cookies_initial = 1000
    #She ate 100 of them
    cookies_eaten_100 = 100
    #She then ate 10% of the remaining
    cookies_eaten_10 = 0.10 * (cookies_initial - cookies_eaten_100)
    #The answer is
    result = cookies_initial - cookies_eaten_100 - cookies_eaten_10
    return result",810.0,0,0,1,0,0,0,3.4,7.74,49,137
1,1.0,1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,Naruto is 16 years old.  He is 4 years older than Sasuke.  How old is Sasuke?,"def solution():
    #Naruto is 16 years old
    naruto_age = 16
    #He is 4 years older than Sasuke
    sasuke_age = naruto_age - 4
    #The answer is
    result = sasuke_age
    return result",12,0,0,1,0,0,0,-0.6,9.82,32,76
1,1.0,1.0,1,1.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,1,"LeBron James is 6'9"" tall. 1 inch is 2.54 cm. How tall is he in centimeters?","def solution():
    #LeBron James is 6'9"" tall
    height_in_inches = 6 * 12 + 9
    #1 inch is 2.54 cm
    height_in_cm = height_in_inches * 2.54
    #The answer is
    result = height_in_cm
    return result",205.74,0,0,0,0,0,1,0.6,11.79,34,88
1,1.0,1.0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1,"Captain America has 1200 ryo. He spends 400 ryo on noodles, 200 ryo on a new outfit, and 300 ryo on a new headband. How many ryo does he have left?","def solution():
    #Captain America started with 1200 ryo
    ryo_initial = 1200
    #He spent 400 ryo on noodles
    ryo_spent_noodles = 400
    #He spent 200 ryo on a new outfit
    ryo_spent_outfit = 200
    #He spent 300 ryo on a new headband
    ryo_spent_headband = 300
    #The answer is
    result = ryo_initial - ryo_spent_noodles - ryo_spent_outfit - ryo_spent_headband
    return result",300.0,0,0,0,0,0,1,2.6,8.22,60,170
1,0.0,1.0,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0,A 250-car train is 2.5 miles long. How many 250-car trains can fit on a 100-mile track?,"def solution():
    #1 train is 2.5 miles long
    train_length = 2.5
    #100 miles is 400,000 feet
    track_length = 100 * 5280
    #The answer is
    result = track_length / train_length
    return result",211200.0,0,0,0,0,0,1,-0.5,9.49,38,80
1,1.0,1.0,1,0.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,1,"3 scoops of ice cream cost $4. 
How much does 10 scoops of ice cream cost?","def solution():
    #3 scoops of ice cream cost $4
    scoops_3 = 4
    #10 scoops of ice cream cost
    scoops_10 = (scoops_3 / 3) * 10
    return scoops_10",13.333333333333332,0,0,0,0,0,1,-0.8,7.98,31,73
1,1.0,0.0,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0,"Iron Man has 500 gold coins. He can use 10 gold coins to get a new armor, 20 gold coins to get a new weapon, and 30 gold coins to get a new gadget. How many gadgets can he buy with his gold coins?","def solution():
    #Iron Man has 500 gold coins
    gold_coins = 500
    #He can use 10 gold coins to get a new armor
    armor_coins = 10
    #20 gold coins to get a new weapon
    weapon_coins = 20
    #30 gold coins to get a new gadget
    gadget_coins = 30
    #The answer is
    result = gold_coins / gadget_coins
    return result",16.666666666666668,0,0,0,0,0,1,3.1,7.24,69,133
1,1.0,1.0,1,1.0,0.0,1.0,1.0,0.0,1.0,0.0,4.0,1,"A volleyball team is 6 players. 
3 of the players are 16 years old. 
2 of the players are 17 years old. 
1 of the players is 18 years old. 
What is the average age of the team?","def solution():
    #3 of the players are 16 years old
    players_16 = 3
    #2 of the players are 17 years old
    players_17 = 2
    #1 of the players is 18 years old
    players_18 = 1
    #The average age is
    average_age = (players_16 * 16 + players_17 * 17 + players_18 * 18) / 6
    return average_age",16.666666666666668,0,0,0,0,0,1,1.5,8.58,61,121
1,1.0,1.0,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,1,"Superman can fly at a speed of 1,000 miles per hour. He flies from Metropolis to Gotham City, which is 200 miles away. How long does it take him to get there?","def solution():
    #Superman can fly at a speed of 1,000 miles per hour
    superman_speed = 1000
    #He flies from Metropolis to Gotham City, which is 200 miles away
    distance = 200
    #The answer is
    result = distance / superman_speed
    return result",0.2,0,0,0,0,0,1,2.7,8.11,49,86
1,1.0,1.0,1,0.0,0.0,1.0,1.0,0.0,1.0,0.0,3.0,1,3 scoops of ice cream cost $4.  How much does 100 scoops of ice cream cost?,"def solution():
    #3 scoops of ice cream cost $4
    scoops_3_dollars = 3
    #100 scoops of ice cream is
    scoops_100 = 100
    #The answer is
    result = (scoops_100 / scoops_3_dollars) * 4
    return result",133.33333333333334,0,0,0,0,0,1,-0.8,7.98,31,96
1,1.0,1.0,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,1,"Superman can fly 1000 miles per hour. He flies from Metropolis to Gotham City, which is 1500 miles away. How many hours does it take him to get there?","def solution():
    #Superman can fly 1000 miles per hour
    superman_speed = 1000
    #He flies from Metropolis to Gotham City, which is 1500 miles away
    gotham_distance = 1500
    #The answer is
    result = gotham_distance / superman_speed
    return result",1.5,0,0,0,0,0,1,2.4,8.47,46,91
1,1.0,0.0,1,0.0,0.0,1.0,1.0,0.0,1.0,0.0,3.0,0,"3 scoops of ice cream cost $4. 

- How much does 1 scoop of ice cream cost?
- How much does 100 scoops of ice cream cost?","def solution():
    #3 scoops of ice cream cost $4
    scoops_3 = 4
    #1 scoop of ice cream costs
    scoops_1 = scoops_3 / 3
    #100 scoops of ice cream cost
    scoops_100 = scoops_1 * 100
    return scoops_100",133.33333333333331,0,0,0,0,0,1,-0.7,7.84,49,99
